timestamp,system_id,power_kw,temperature_c,airflow_m3_min,humidity_percent,setpoint_temperature_c,efficiency_percent,status,hour,day,month,day_of_week,is_weekend,hour_sin,hour_cos,power_kw_lag1,power_kw_lag3,power_kw_rolling_mean3,power_kw_rolling_std3,temperature_c_lag1,temperature_c_lag3,temperature_c_rolling_mean3,temperature_c_rolling_std3,airflow_m3_min_lag1,airflow_m3_min_lag3,airflow_m3_min_rolling_mean3,airflow_m3_min_rolling_std3,humidity_percent_lag1,humidity_percent_lag3,humidity_percent_rolling_mean3,humidity_percent_rolling_std3,setpoint_temperature_c_lag1,setpoint_temperature_c_lag3,setpoint_temperature_c_rolling_mean3,setpoint_temperature_c_rolling_std3,efficiency_percent_lag1,efficiency_percent_lag3,efficiency_percent_rolling_mean3,efficiency_percent_rolling_std3
2026-07-01 00:00:00,hvac,5.53,23.83,488.24,58.5,22,94.67,running,0,1,7,2,0,0.0,1.0,5.53,5.53,5.78,0.3988734135035827,23.83,23.83,22.863333333333333,0.9504384952922166,488.24,488.24,495.4266666666667,50.66373982774396,58.5,58.5,53.27,9.706539033043654,22.0,22.0,22.333333333333332,0.5773502691896263,94.67,94.67,92.36,2.8394189546454793
2026-07-01 00:15:00,hvac,6.24,22.83,448.74,59.24,22,89.19,running,0,1,7,2,0,0.0,1.0,5.53,5.53,5.78,0.3988734135035827,23.83,23.83,22.863333333333333,0.9504384952922166,488.24,488.24,495.4266666666667,50.66373982774396,58.5,58.5,53.27,9.706539033043654,22.0,22.0,22.333333333333332,0.5773502691896263,94.67,94.67,92.36,2.8394189546454793
2026-07-01 00:30:00,hvac,5.57,21.93,549.3,42.07,23,93.22,running,0,1,7,2,0,0.0,1.0,6.24,5.53,5.78,0.3988734135035827,22.83,23.83,22.863333333333333,0.9504384952922166,448.74,488.24,495.4266666666667,50.66373982774396,59.24,58.5,53.27,9.706539033043654,22.0,22.0,22.333333333333332,0.5773502691896263,89.19,94.67,92.36,2.8394189546454793
2026-07-01 00:45:00,hvac,4.99,23.71,519.14,52.47,23,87.11,idle,0,1,7,2,0,0.0,1.0,5.57,5.53,5.6000000000000005,0.6255397669213367,21.93,23.83,22.823333333333334,0.8900187263947514,549.3,488.24,505.72666666666663,51.604423582996546,42.07,58.5,51.26,8.648716667806852,23.0,22.0,22.666666666666668,0.5773502691896263,93.22,94.67,89.83999999999999,3.10642881779062
2026-07-01 01:00:00,hvac,7.45,20.06,532.54,63.22,24,96.43,running,1,1,7,2,0,0.25881904510252074,0.9659258262890683,4.99,6.24,6.003333333333334,1.2859756348132467,23.71,22.83,21.900000000000002,1.825184922138029,519.14,448.74,533.66,15.11116143782473,52.47,59.24,52.586666666666666,10.575482652500233,23.0,22.0,23.333333333333332,0.5773502691896263,87.11,89.19,92.25333333333333,4.734599595882776
2026-07-01 01:15:00,hvac,7.62,23.78,351.79,40.87,22,86.74,running,1,1,7,2,0,0.25881904510252074,0.9659258262890683,7.45,5.57,6.686666666666667,1.4718129410129985,20.06,21.93,22.516666666666666,2.127823614243751,532.54,549.3,467.8233333333333,100.7109270801005,63.22,42.07,52.18666666666667,11.17769356053982,24.0,23.0,23.0,1.0000000000000004,96.43,93.22,90.09333333333335,5.490831752415421
2026-07-01 01:30:00,hvac,6.96,27.87,545.37,44.37,23,87.45,running,1,1,7,2,0,0.25881904510252074,0.9659258262890683,7.62,4.99,7.343333333333334,0.34268547289509,23.78,23.71,23.903333333333336,3.906460460997058,351.79,519.14,476.5666666666666,108.25000985373315,40.87,52.47,49.48666666666666,12.02147384197684,22.0,23.0,23.0,1.0000000000000004,86.74,87.11,90.20666666666666,5.401243683942931
2026-07-01 01:45:00,hvac,6.92,20.2,586.39,49.07,23,91.51,running,1,1,7,2,0,0.25881904510252074,0.9659258262890683,6.96,7.45,7.166666666666667,0.39310727967481307,27.87,20.06,23.95,3.837824904812622,545.37,532.54,494.51666666666665,125.29499644173077,44.37,63.22,44.77,4.114608122288206,23.0,24.0,22.666666666666668,0.5773502691896263,87.45,96.43,88.56666666666666,2.5736031810155624
2026-07-01 02:00:00,hvac,6.94,21.97,562.49,64.84,22,88.47,running,2,1,7,2,0,0.49999999999999994,0.8660254037844387,6.92,7.62,6.94,0.019999999999962815,20.2,23.78,23.346666666666664,4.016046978476888,586.39,351.79,564.75,20.60317451268166,49.07,40.87,52.76,10.722280541004332,23.0,22.0,22.666666666666668,0.5773502691896263,91.51,86.74,89.14333333333333,2.1120921697059987
2026-07-01 02:15:00,hvac,6.8,21.12,335.39,46.75,23,88.36,running,2,1,7,2,0,0.49999999999999994,0.8660254037844387,6.94,6.96,6.886666666666667,0.07571877794399423,21.97,27.87,21.096666666666668,0.885230666737948,562.49,545.37,494.75666666666666,138.53195780516972,64.84,44.37,53.55333333333334,9.843131276851564,22.0,23.0,22.666666666666668,0.5773502691896263,88.47,87.45,89.44666666666667,1.787745321161095
2026-07-01 02:30:00,hvac,8.57,26.31,454.91,49.74,24,91.98,running,2,1,7,2,0,0.49999999999999994,0.8660254037844387,6.8,6.92,7.436666666666667,0.9839884823174163,21.12,20.2,23.133333333333336,2.7837085575421376,335.39,586.39,450.93,113.60230103303357,46.75,49.07,53.77666666666667,9.697063129284738,23.0,23.0,23.0,1.0000000000000004,88.36,91.51,89.60333333333334,2.058988424769159
2026-07-01 02:45:00,hvac,8.87,22.73,304.22,55.97,23,95.38,running,2,1,7,2,0,0.49999999999999994,0.8660254037844387,8.57,6.94,8.08,1.1186152153444002,26.31,21.97,23.386666666666667,2.6565830183401626,454.91,562.49,364.84,79.54461578259055,49.74,64.84,50.82,4.7039238939421795,24.0,22.0,23.333333333333332,0.5773502691896263,91.98,88.47,91.90666666666665,3.5105745018918606
2026-07-01 03:00:00,hvac,7.55,20.37,708.52,44.04,24,85.44,running,3,1,7,2,0,0.7071067811865476,0.7071067811865476,8.87,6.8,8.33,0.6919537556802466,22.73,21.12,23.136666666666667,2.9908081405087366,304.22,335.39,489.2166666666667,204.32164112823025,55.97,46.75,49.916666666666664,5.966961817653396,23.0,23.0,23.666666666666668,0.5773502691896263,95.38,88.36,90.93333333333334,5.051983108971501
2026-07-01 03:15:00,hvac,8.58,26.98,759.25,62.04,22,88.68,running,3,1,7,2,0,0.7071067811865476,0.7071067811865476,7.55,8.57,8.333333333333334,0.6937098336720704,20.37,26.31,23.36,3.3497313325101157,708.52,454.91,590.6633333333333,249.36062366246466,44.04,49.74,54.01666666666667,9.1575997583064,24.0,24.0,23.0,1.0000000000000004,85.44,91.98,89.83333333333333,5.069372084719507
2026-07-01 03:30:00,hvac,8.56,24.12,420.1,64.25,22,88.45,running,3,1,7,2,0,0.7071067811865476,0.7071067811865476,8.58,8.87,8.229999999999999,0.5889821729050883,26.98,22.73,23.823333333333334,3.3149710908744483,759.25,304.22,629.29,182.93093040817345,62.04,55.97,56.77666666666667,11.085487509953426,22.0,23.0,22.666666666666668,1.1547005383792521,88.68,95.38,87.52333333333333,1.8078808957820183
2026-07-01 03:45:00,hvac,7.66,19.58,380.25,40.39,24,92.86,running,3,1,7,2,0,0.7071067811865476,0.7071067811865476,8.56,7.55,8.266666666666666,0.525483903971694,24.12,20.37,23.56,3.7316484293137813,420.1,708.52,519.8666666666667,208.26735421888216,64.25,44.04,55.56,13.183994083736541,22.0,24.0,22.666666666666668,1.154700538379251,88.45,85.44,89.99666666666667,2.4823846062472774
2026-07-01 04:00:00,hvac,8.14,22.43,460.95,42.36,22,95.63,running,4,1,7,2,0,0.8660254037844386,0.5000000000000001,7.66,8.58,8.12,0.45033320996790754,19.58,26.98,22.043333333333333,2.294566044665818,380.25,759.25,420.43333333333334,40.351032617931075,40.39,62.04,49.00000000000001,13.24356825028664,24.0,22.0,22.666666666666668,1.154700538379251,92.86,88.68,92.31333333333333,3.6210817904782715
2026-07-01 04:15:00,hvac,11.3,27.53,639.35,59.6,23,91.45,running,4,1,7,2,0,0.8660254037844386,0.5000000000000001,8.14,8.56,9.033333333333333,1.9776079827239097,22.43,24.12,23.179999999999996,4.027716474629266,460.95,420.1,493.5166666666666,132.58447621548058,42.36,64.25,47.45000000000001,10.568211769263538,22.0,22.0,23.0,0.9999999999999991,95.63,88.45,93.31333333333333,2.1265543335013315
2026-07-01 04:30:00,hvac,9.68,20.34,567.65,42.11,22,96.25,running,4,1,7,2,0,0.8660254037844386,0.5000000000000001,11.3,7.66,9.706666666666667,1.580168767357882,27.53,19.58,23.433333333333334,3.6985177211057585,639.35,380.25,555.9833333333332,89.77039229798056,59.6,40.39,48.02333333333334,10.026466642508401,23.0,24.0,22.333333333333332,0.577350269189624,91.45,92.86,94.44333333333333,2.610772554883564
2026-07-01 04:45:00,hvac,10.96,25.99,975.11,50.5,22,97.37,running,4,1,7,2,0,0.8660254037844386,0.5000000000000001,9.68,8.14,10.646666666666667,0.8542443054146306,20.34,22.43,24.62,3.7857231805825413,567.65,460.95,727.3699999999999,217.52368422771806,42.11,42.36,50.73666666666668,8.747401518927413,22.0,22.0,22.333333333333332,0.577350269189624,96.25,95.63,95.02333333333333,3.1448582373985046
2026-07-01 05:00:00,hvac,12.58,21.3,1014.5,54.45,24,96.31,running,5,1,7,2,0,0.9659258262890683,0.25881904510252074,10.96,11.3,11.073333333333332,1.4533180427330155,25.99,27.53,22.543333333333333,3.023248804404514,975.11,639.35,852.42,247.40322896033513,50.5,59.6,49.02000000000001,6.301721986885832,22.0,23.0,22.666666666666668,1.154700538379251,97.37,91.45,96.64333333333333,0.6300264544708729
2026-07-01 05:15:00,hvac,10.81,20.04,977.66,59.7,22,89.85,running,5,1,7,2,0,0.9659258262890683,0.25881904510252074,12.58,9.68,11.450000000000001,0.9814784765851915,21.3,20.34,22.44333333333333,3.1354478680618056,1014.5,567.65,989.0899999999998,22.04261100686587,54.45,42.11,54.88333333333335,4.615282584342306,24.0,22.0,22.666666666666668,1.154700538379251,96.31,96.25,94.50999999999999,4.070331681816602
2026-07-01 05:30:00,hvac,13.18,26.45,524.65,40.76,24,92.17,running,5,1,7,2,0,0.9659258262890683,0.25881904510252074,10.81,10.96,12.19,1.2321931666747663,20.04,25.99,22.596666666666668,3.396031998278775,977.66,975.11,838.9366666666666,272.802818961486,59.7,50.5,51.63666666666668,9.778396255692112,22.0,22.0,23.333333333333332,1.154700538379251,89.85,97.37,92.77666666666666,3.2724506617110944
2026-07-01 05:45:00,hvac,13.23,21.49,699.75,44.98,24,96.08,running,5,1,7,2,0,0.9659258262890683,0.25881904510252074,13.18,12.58,12.406666666666666,1.3829798745221575,26.45,21.3,22.659999999999997,3.361353893894542,524.65,1014.5,734.02,228.44110772800937,40.76,54.45,48.48000000000001,9.943259023076905,24.0,24.0,23.333333333333332,1.154700538379251,92.17,96.31,92.7,3.1486346247222836
