timestamp,system_id,grid_import_kw,grid_export_kw,frequency_hz,voltage_v,power_factor,tariff_inr_kwh,hour,day,month,day_of_week,is_weekend,hour_sin,hour_cos,grid_import_kw_lag1,grid_import_kw_lag3,grid_import_kw_rolling_mean3,grid_import_kw_rolling_std3,grid_export_kw_lag1,grid_export_kw_lag3,grid_export_kw_rolling_mean3,grid_export_kw_rolling_std3,frequency_hz_lag1,frequency_hz_lag3,frequency_hz_rolling_mean3,frequency_hz_rolling_std3,voltage_v_lag1,voltage_v_lag3,voltage_v_rolling_mean3,voltage_v_rolling_std3,power_factor_lag1,power_factor_lag3,power_factor_rolling_mean3,power_factor_rolling_std3,tariff_inr_kwh_lag1,tariff_inr_kwh_lag3,tariff_inr_kwh_rolling_mean3,tariff_inr_kwh_rolling_std3
2026-07-01 00:00:00,grid_connection_1,363.51,0.0,49.906,417.86,0.97,8.1,0,1,7,2,0,0.0,1.0,363.51,363.51,345.44666666666666,26.1099987233499,0.0,0.0,0.016666666666666666,0.015275252316519466,49.906,49.906,49.949999999999996,0.03939543120718874,417.86,417.86,414.81666666666666,2.8136512458607004,0.97,0.97,0.9593333333333334,0.03330665599145811,8.1,8.1,7.8,0.5196152422706629
2026-07-01 00:15:00,grid_connection_1,315.51,0.03,49.962,412.31,0.986,8.1,0,1,7,2,0,0.0,1.0,363.51,363.51,345.44666666666666,26.1099987233499,0.0,0.0,0.016666666666666666,0.015275252316519466,49.906,49.906,49.949999999999996,0.03939543120718874,417.86,417.86,414.81666666666666,2.8136512458607004,0.97,0.97,0.9593333333333334,0.03330665599145811,8.1,8.1,7.8,0.5196152422706629
2026-07-01 00:30:00,grid_connection_1,357.32,0.02,49.982,414.28,0.922,7.2,0,1,7,2,0,0.0,1.0,315.51,363.51,345.44666666666666,26.1099987233499,0.03,0.0,0.016666666666666666,0.015275252316519466,49.962,49.906,49.949999999999996,0.03939543120718874,412.31,417.86,414.81666666666666,2.8136512458607004,0.986,0.97,0.9593333333333334,0.03330665599145811,8.1,8.1,7.8,0.5196152422706629
2026-07-01 00:45:00,grid_connection_1,296.88,0.04,50.064,416.18,0.958,9.4,0,1,7,2,0,0.0,1.0,357.32,363.51,323.2366666666667,30.951969781151764,0.02,0.0,0.03,0.009999999999999998,49.982,49.906,50.00266666666666,0.05404936015656647,414.28,417.86,414.25666666666666,1.9351055096126961,0.922,0.97,0.9553333333333334,0.03208322510804257,7.2,8.1,8.233333333333334,1.1060440015358035
2026-07-01 01:00:00,grid_connection_1,333.54,0.4,49.882,421.19,0.939,7.2,1,1,7,2,0,0.25881904510252074,0.9659258262890683,296.88,315.51,329.24666666666667,30.44787239419748,0.04,0.03,0.15333333333333335,0.21385353243127253,50.064,49.962,49.976,0.09114823092085367,416.18,412.31,417.2166666666667,3.5697385525179954,0.958,0.986,0.9396666666666667,0.018009256878986853,9.4,8.1,7.933333333333334,1.2701705922171764
2026-07-01 01:15:00,grid_connection_1,273.17,0.0,49.913,417.54,0.947,6.5,1,1,7,2,0,0.25881904510252074,0.9659258262890683,333.54,357.32,301.1966666666667,30.415611671201482,0.4,0.02,0.14666666666666667,0.22030282189144407,49.882,49.982,49.953,0.09737042672188144,421.19,414.28,418.30333333333334,2.590759219482401,0.939,0.922,0.948,0.009539392014169666,7.2,7.2,7.7,1.5132745950421556
2026-07-01 01:30:00,grid_connection_1,361.94,0.0,49.955,410.82,0.912,8.1,1,1,7,2,0,0.25881904510252074,0.9659258262890683,273.17,296.88,322.8833333333333,45.334331729202006,0.0,0.04,0.13333333333333333,0.2309401076758503,49.913,50.064,49.916666666666664,0.036637867477979986,417.54,416.18,416.51666666666665,5.260193279085253,0.947,0.958,0.9326666666666666,0.018339392937971953,6.5,9.4,7.266666666666667,0.8020806277010634
2026-07-01 01:45:00,grid_connection_1,236.74,1.13,49.871,413.2,0.931,6.5,1,1,7,2,0,0.25881904510252074,0.9659258262890683,361.94,333.54,290.6166666666667,64.39759027582728,0.0,0.4,0.37666666666666665,0.652405804184277,49.955,49.882,49.91299999999999,0.04200000000000513,410.82,421.19,413.8533333333333,3.407305876104253,0.912,0.939,0.93,0.017521415467935304,8.1,7.2,7.033333333333334,0.9237604307034004
2026-07-01 02:00:00,grid_connection_1,379.7,1.76,49.882,411.09,0.903,9.4,2,1,7,2,0,0.49999999999999994,0.8660254037844387,236.74,273.17,326.1266666666667,77.91878164687465,1.13,0.0,0.9633333333333333,0.8917585622427929,49.871,49.913,49.90266666666667,0.04565449959569925,413.2,417.54,411.7033333333333,1.303162819196207,0.931,0.947,0.9153333333333333,0.01429452109492793,6.5,6.5,8.0,1.4525839046333948
2026-07-01 02:15:00,grid_connection_1,336.64,0.0,49.863,416.1,0.885,7.2,2,1,7,2,0,0.49999999999999994,0.8660254037844387,379.7,361.94,317.6933333333333,73.33909280413366,1.76,0.0,0.9633333333333333,0.8917585622427929,49.882,49.955,49.87199999999999,0.00953939201417023,411.09,410.82,413.46333333333337,2.5153594839176985,0.903,0.912,0.9063333333333334,0.023180451534285135,9.4,8.1,7.7,1.5132745950421556
2026-07-01 02:30:00,grid_connection_1,299.81,2.26,49.945,412.84,0.93,6.5,2,1,7,2,0,0.49999999999999994,0.8660254037844387,336.64,236.74,338.71666666666664,39.98546527593911,0.0,1.13,1.3399999999999999,1.187097300140136,49.863,49.871,49.89666666666667,0.04292241061885815,416.1,413.2,413.3433333333333,2.5426429818861274,0.885,0.931,0.906,0.022649503305812432,7.2,6.5,7.7,1.5132745950421556
2026-07-01 02:45:00,grid_connection_1,265.27,0.11,49.866,420.61,0.924,9.4,2,1,7,2,0,0.49999999999999994,0.8660254037844387,299.81,379.7,300.5733333333333,35.691122612399376,2.26,1.76,0.7899999999999999,1.274244874425634,49.945,49.882,49.89133333333333,0.04650089604871918,412.84,411.09,416.5166666666667,3.9017218421273,0.93,0.903,0.9129999999999999,0.02443358344574136,6.5,9.4,7.7,1.5132745950421556
2026-07-01 03:00:00,grid_connection_1,283.86,3.32,49.903,417.62,0.965,6.5,3,1,7,2,0,0.7071067811865476,0.7071067811865476,265.27,336.64,282.97999999999996,17.286807108312107,0.11,0.0,1.8966666666666665,1.6355529136452092,49.866,49.863,49.904666666666664,0.03952636251078523,420.61,416.1,417.0233333333333,3.9192133564445077,0.924,0.885,0.9396666666666667,0.0221434715736563,9.4,7.2,7.466666666666666,1.6743157806499147
2026-07-01 03:15:00,grid_connection_1,387.77,0.0,49.904,417.97,0.898,8.1,3,1,7,2,0,0.7071067811865476,0.7071067811865476,283.86,299.81,312.3,66.01657140445869,3.32,2.26,1.143333333333333,1.885850824782632,49.903,49.945,49.891,0.021656407827715697,417.62,412.84,418.73333333333335,1.6346355353203663,0.965,0.93,0.9289999999999999,0.03377869150810907,6.5,6.5,8.0,1.4525839046333948
2026-07-01 03:30:00,grid_connection_1,335.02,3.97,49.893,410.12,0.98,9.4,3,1,7,2,0,0.7071067811865476,0.7071067811865476,387.77,265.27,335.55,51.95702743614182,0.0,0.11,2.4299999999999997,2.129389583894878,49.904,49.866,49.9,0.006082762530344968,417.97,420.61,415.2366666666667,4.434617608467956,0.898,0.924,0.9476666666666667,0.04366157731155982,8.1,9.4,8.0,1.4525839046333948
2026-07-01 03:45:00,grid_connection_1,349.83,5.67,50.058,412.23,0.952,7.2,3,1,7,2,0,0.7071067811865476,0.7071067811865476,335.02,283.86,357.53999999999996,27.207052394553845,3.97,3.32,3.213333333333333,2.9097479845054166,49.893,49.903,49.951666666666675,0.09225146791967977,410.12,417.62,413.44000000000005,4.062474615305522,0.98,0.965,0.9433333333333334,0.041681330752908065,9.4,6.5,8.233333333333333,1.1060440015358037
2026-07-01 04:00:00,grid_connection_1,284.36,0.47,50.027,415.7,0.969,9.4,4,1,7,2,0,0.8660254037844386,0.5000000000000001,349.83,387.77,323.07,34.33193993936252,5.67,0.0,3.3699999999999997,2.6514147167125706,50.058,49.904,49.99266666666667,0.08769454563048584,412.23,417.97,412.68333333333334,2.8174870600120734,0.952,0.898,0.967,0.014106735979664557,7.2,8.1,8.666666666666666,1.2701705922171762
2026-07-01 04:15:00,grid_connection_1,364.03,8.72,49.99,410.7,0.884,8.1,4,1,7,2,0,0.8660254037844386,0.5000000000000001,284.36,335.02,332.74,42.495626833828375,0.47,3.97,4.953333333333333,4.171430609914702,50.027,49.893,50.025,0.03404408906116898,415.7,410.12,412.8766666666667,2.561958885957269,0.969,0.98,0.9349999999999999,0.044977772288097934,9.4,9.4,8.233333333333333,1.1060440015358037
2026-07-01 04:30:00,grid_connection_1,347.88,0.0,49.924,418.68,0.939,6.5,4,1,7,2,0,0.8660254037844386,0.5000000000000001,364.03,349.83,332.09,42.11674607564068,8.72,5.67,3.063333333333333,4.9044503599621985,49.99,50.058,49.980333333333334,0.052175984258437134,410.7,412.23,415.02666666666664,4.0323855635757635,0.884,0.952,0.9306666666666666,0.04310839052125848,8.1,7.2,8.0,1.4525839046333955
2026-07-01 04:45:00,grid_connection_1,405.93,1.07,49.903,418.53,0.978,8.1,4,1,7,2,0,0.8660254037844386,0.5000000000000001,347.88,284.36,372.6133333333333,29.961739491113086,0.0,0.47,3.263333333333333,4.755799967758667,49.924,50.027,49.939,0.04539823785128278,418.68,415.7,415.96999999999997,4.564570078331614,0.939,0.969,0.9336666666666668,0.047226405043506385,6.5,9.4,7.5666666666666655,0.9237604307034029
