timestamp,system_id,units_per_hour,machine_load_kw,motor_temperature_c,vibration_mm_s,status,hour,day,month,day_of_week,is_weekend,hour_sin,hour_cos,units_per_hour_lag1,units_per_hour_lag3,units_per_hour_rolling_mean3,units_per_hour_rolling_std3,machine_load_kw_lag1,machine_load_kw_lag3,machine_load_kw_rolling_mean3,machine_load_kw_rolling_std3,motor_temperature_c_lag1,motor_temperature_c_lag3,motor_temperature_c_rolling_mean3,motor_temperature_c_rolling_std3,vibration_mm_s_lag1,vibration_mm_s_lag3,vibration_mm_s_rolling_mean3,vibration_mm_s_rolling_std3
2026-07-01 00:00:00,production_line_b,31.55,45.56,47.57,1.054,running,0,1,7,2,0,0.0,1.0,31.55,31.55,33.92333333333333,4.541699388261328,45.56,45.56,42.946666666666665,4.193212769861953,47.57,47.57,45.77,1.572927207470199,1.054,1.054,1.078,0.228945408340067
2026-07-01 00:15:00,production_line_b,39.16,38.11,44.66,0.862,running,0,1,7,2,0,0.0,1.0,31.55,31.55,33.92333333333333,4.541699388261328,45.56,45.56,42.946666666666665,4.193212769861953,47.57,47.57,45.77,1.572927207470199,1.054,1.054,1.078,0.228945408340067
2026-07-01 00:30:00,production_line_b,31.06,45.17,45.08,1.318,running,0,1,7,2,0,0.0,1.0,39.16,31.55,33.92333333333333,4.541699388261328,38.11,45.56,42.946666666666665,4.193212769861953,44.66,47.57,45.77,1.572927207470199,0.862,1.054,1.078,0.228945408340067
2026-07-01 00:45:00,production_line_b,37.69,34.86,43.98,0.44,running,0,1,7,2,0,0.0,1.0,31.06,31.55,35.97,4.315240433625918,45.17,45.56,39.38,5.271024568335839,45.08,47.57,44.57333333333333,0.5550975890177436,1.318,1.054,0.8733333333333332,0.4391097053508763
2026-07-01 01:00:00,production_line_b,29.64,42.69,45.92,0.708,running,1,1,7,2,0,0.25881904510252074,0.9659258262890683,37.69,39.16,32.79666666666667,4.296816651118982,34.86,38.11,40.906666666666666,5.381378386002359,43.98,44.66,44.99333333333334,0.9728994466713015,0.44,0.862,0.8220000000000001,0.44996444303966965
2026-07-01 01:15:00,production_line_b,30.23,38.88,44.46,1.317,running,1,1,7,2,0,0.25881904510252074,0.9659258262890683,29.64,31.06,32.52,4.487059170548121,42.69,45.17,38.81,3.915469320528511,45.92,45.08,44.78666666666666,1.0104124570358979,0.708,1.318,0.8216666666666667,0.44941332126822114
2026-07-01 01:30:00,production_line_b,30.8,40.02,45.46,1.339,running,1,1,7,2,0,0.25881904510252074,0.9659258262890683,30.23,37.69,30.223333333333333,0.5800287349203626,38.88,34.86,40.53,1.955530618527867,44.46,43.98,45.28,0.7464583042608528,1.317,0.44,1.1213333333333333,0.35812614165030365
2026-07-01 01:45:00,production_line_b,42.16,47.13,47.42,1.192,running,1,1,7,2,0,0.25881904510252074,0.9659258262890683,30.8,29.64,34.39666666666667,6.729281784361043,40.02,42.69,42.01,4.470536880509989,45.46,45.92,45.78,1.5057224179774933,1.339,0.708,1.2826666666666666,0.07928640068342974
2026-07-01 02:00:00,production_line_b,38.92,47.65,46.84,0.688,running,2,1,7,2,0,0.49999999999999994,0.8660254037844387,42.16,30.23,37.29333333333333,5.8520879464797355,47.13,38.88,44.93333333333334,4.263007545540272,47.42,44.46,46.57333333333333,1.0068432516202936,1.192,1.317,1.073,0.3414249551512016
2026-07-01 02:15:00,production_line_b,33.51,42.65,46.51,1.213,running,2,1,7,2,0,0.49999999999999994,0.8660254037844387,38.92,30.8,38.196666666666665,4.370129670082276,47.65,40.02,45.81,2.7489634410082604,46.84,45.46,46.92333333333334,0.46068789145508426,0.688,1.339,1.031,0.2972322324378701
2026-07-01 02:30:00,production_line_b,43.18,45.05,45.08,0.912,running,2,1,7,2,0,0.49999999999999994,0.8660254037844387,33.51,42.16,38.53666666666667,4.846383531390539,42.65,47.13,45.11666666666667,2.500666577801469,46.51,47.42,46.14333333333334,0.9355390602926893,1.213,1.192,0.9376666666666668,0.2634394301036452
2026-07-01 02:45:00,production_line_b,38.16,42.2,46.46,1.368,running,2,1,7,2,0,0.49999999999999994,0.8660254037844387,43.18,38.92,38.28333333333333,4.836179621698664,45.05,47.65,43.300000000000004,1.5321553446044514,45.08,46.84,46.01666666666667,0.8115622793928534,0.912,0.688,1.1643333333333332,0.2318627467562078
2026-07-01 03:00:00,production_line_b,35.04,43.83,47.09,0.643,running,3,1,7,2,0,0.7071067811865476,0.7071067811865476,38.16,33.51,38.79333333333333,4.106791123655236,42.2,42.65,43.69333333333333,1.4299067568667936,46.46,46.51,46.21,1.0280564186852759,1.368,1.213,0.9743333333333334,0.36649738516575175
2026-07-01 03:15:00,production_line_b,43.64,59.82,47.45,1.015,running,3,1,7,2,0,0.7071067811865476,0.7071067811865476,35.04,43.18,38.946666666666665,4.353634496984498,43.83,45.05,48.616666666666674,9.7365411380702,47.09,45.08,47.0,0.5010987926546888,0.643,0.912,1.0086666666666666,0.36254149187828605
2026-07-01 03:30:00,production_line_b,44.29,56.67,48.36,1.338,running,3,1,7,2,0,0.7071067811865476,0.7071067811865476,43.64,38.16,40.99,5.163090159972052,59.82,42.2,53.44,8.470224318163009,47.45,46.46,47.63333333333333,0.6545481902299534,1.015,1.368,0.9986666666666667,0.3477877705344645
2026-07-01 03:45:00,production_line_b,44.33,54.49,46.01,1.417,running,3,1,7,2,0,0.7071067811865476,0.7071067811865476,44.29,35.04,44.086666666666666,0.3873413653790653,56.67,43.83,56.99333333333334,2.6796703777392588,48.36,47.09,47.27333333333333,1.1849191252289415,1.338,0.643,1.2566666666666666,0.21298434997279353
2026-07-01 04:00:00,production_line_b,48.1,51.6,45.46,1.576,running,4,1,7,2,0,0.8660254037844386,0.5000000000000001,44.33,43.64,45.57333333333333,2.1882489194179437,54.49,59.82,54.25333333333333,2.5432721705183905,46.01,47.45,46.60999999999999,1.5402921800749356,1.417,1.015,1.4436666666666669,0.12122018533781165
2026-07-01 04:15:00,production_line_b,41.89,58.09,46.95,0.955,running,4,1,7,2,0,0.8660254037844386,0.5000000000000001,48.1,44.29,44.77333333333333,3.128647204996716,51.6,56.67,54.72666666666667,3.251466335875756,45.46,48.36,46.14000000000001,0.7534586916347918,1.576,1.338,1.316,0.32258487255294543
2026-07-01 04:30:00,production_line_b,58.08,62.04,46.75,1.796,running,4,1,7,2,0,0.8660254037844386,0.5000000000000001,41.89,44.33,49.35666666666666,8.167829168961235,58.09,54.49,57.24333333333333,5.271245899532027,46.95,46.01,46.38666666666668,0.8087232736439199,0.955,1.417,1.4423333333333332,0.43614256079100266
2026-07-01 04:45:00,production_line_b,60.0,57.27,47.83,1.605,running,4,1,7,2,0,0.8660254037844386,0.5000000000000001,58.08,48.1,53.32333333333333,9.947986395916221,62.04,51.6,59.13333333333333,2.550418266350274,46.75,45.46,47.17666666666667,0.5745723047043892,1.796,1.576,1.452,0.440882070399784
2026-07-01 05:00:00,production_line_b,45.77,66.41,48.82,1.221,running,5,1,7,2,0,0.9659258262890683,0.25881904510252074,60.0,41.89,54.61666666666667,7.721349191257591,57.27,58.09,61.906666666666666,4.571458556449248,47.83,46.95,47.800000000000004,1.0353260356042258,1.605,0.955,1.5406666666666666,0.29284865260631376
2026-07-01 05:15:00,production_line_b,48.86,70.39,47.29,0.835,running,5,1,7,2,0,0.9659258262890683,0.25881904510252074,45.77,58.08,51.54333333333333,7.484880315231107,66.41,62.04,64.69,6.72699041176659,48.82,46.75,47.98,0.7759510293826262,1.221,1.796,1.2203333333333333,0.3850004329001893
2026-07-01 05:30:00,production_line_b,63.36,60.2,47.95,1.444,running,5,1,7,2,0,0.9659258262890683,0.25881904510252074,48.86,60.0,52.663333333333334,9.391540519708904,70.39,57.27,65.66666666666667,5.135507115498233,47.29,47.83,48.02,0.7673982017179578,0.835,1.605,1.1666666666666667,0.30811415633387107
2026-07-01 05:45:00,production_line_b,60.9,75.21,47.28,1.669,running,5,1,7,2,0,0.9659258262890683,0.25881904510252074,63.36,45.77,57.70666666666667,7.759544660180423,60.2,66.41,68.60000000000001,7.66342612673988,47.95,48.82,47.50666666666667,0.38397048497679404,1.444,1.221,1.316,0.4314823287227415
2026-07-01 06:00:00,production_line_b,56.22,74.48,49.09,2.272,running,6,1,7,2,0,1.0,6.123233995736766e-17,60.9,48.86,60.16,3.627064929112976,75.21,70.39,69.96333333333334,8.463169225138572,47.28,47.29,48.10666666666666,0.9151138362702695,1.669,0.835,1.795,0.42813899612158723
2026-07-01 06:15:00,production_line_b,68.41,80.72,48.5,1.082,running,6,1,7,2,0,1.0,6.123233995736766e-17,56.22,63.36,61.84333333333333,6.1495067552881615,74.48,60.2,76.80333333333333,3.411514815053851,49.09,47.95,48.29,0.9230926280714999,2.272,1.444,1.6743333333333332,0.5950179269008066
2026-07-01 06:30:00,production_line_b,57.1,77.01,49.98,2.114,running,6,1,7,2,0,1.0,6.123233995736766e-17,68.41,60.9,60.57666666666666,6.7981198381122,80.72,75.21,77.40333333333332,3.138540000275898,48.5,47.28,49.19,0.7450503338700785,1.082,1.669,1.8226666666666667,0.6462827038791412
2026-07-01 06:45:00,production_line_b,70.62,90.99,50.1,2.547,running,6,1,7,2,0,1.0,6.123233995736766e-17,57.1,56.22,65.37666666666667,7.252477737527704,77.01,74.48,82.90666666666667,7.241977170174685,49.98,49.09,49.526666666666664,0.8911415899469842,2.114,2.272,1.9143333333333334,0.7526329339946094
2026-07-01 07:00:00,production_line_b,67.89,80.9,50.64,1.48,running,7,1,7,2,0,0.9659258262890683,-0.25881904510252063,70.62,68.41,65.20333333333333,7.149212077798151,90.99,80.72,82.96666666666667,7.215499520707581,50.1,48.5,50.24,0.351567916624765,2.547,1.082,2.047,0.5366460658571914
2026-07-01 07:15:00,production_line_b,64.35,87.68,51.13,2.401,running,7,1,7,2,0,0.9659258262890683,-0.25881904510252063,67.89,57.1,67.62,3.14370800170782,80.9,77.01,86.52333333333333,5.143484551676133,50.64,49.98,50.623333333333335,0.5152022256679338,1.48,2.114,2.1426666666666665,0.5785104435819067
2026-07-01 07:30:00,production_line_b,64.21,74.83,48.87,1.591,running,7,1,7,2,0,0.9659258262890683,-0.25881904510252063,64.35,70.62,65.48333333333333,2.08540963202317,87.68,90.99,81.13666666666667,6.428268299731399,51.13,50.1,50.21333333333333,1.188879023842717,2.401,2.547,1.8239999999999998,0.5027693308068821
2026-07-01 07:45:00,production_line_b,61.62,92.18,50.31,1.923,running,7,1,7,2,0,0.9659258262890683,-0.25881904510252063,64.21,67.89,63.39333333333334,1.5373461982699002,74.83,80.9,84.89666666666666,9.003656664563085,48.87,50.64,50.10333333333333,1.1440862438353219,1.591,1.48,1.9716666666666667,0.4071870986823304
2026-07-01 08:00:00,production_line_b,66.4,88.94,49.25,1.09,running,8,1,7,2,0,0.8660254037844387,-0.4999999999999998,61.62,64.35,64.07666666666667,2.392787774403523,92.18,87.68,85.31666666666666,9.22507633211407,50.31,51.13,49.47666666666667,0.7462796616103344,1.923,2.401,1.5346666666666666,0.4193475090343717
