timestamp,system_id,ambient_temperature_c,humidity_percent,wind_speed_m_s,cloud_cover_percent,global_irradiance_w_m2,hour,day,month,day_of_week,is_weekend,hour_sin,hour_cos,ambient_temperature_c_lag1,ambient_temperature_c_lag3,ambient_temperature_c_rolling_mean3,ambient_temperature_c_rolling_std3,humidity_percent_lag1,humidity_percent_lag3,humidity_percent_rolling_mean3,humidity_percent_rolling_std3,wind_speed_m_s_lag1,wind_speed_m_s_lag3,wind_speed_m_s_rolling_mean3,wind_speed_m_s_rolling_std3,cloud_cover_percent_lag1,cloud_cover_percent_lag3,cloud_cover_percent_rolling_mean3,cloud_cover_percent_rolling_std3,global_irradiance_w_m2_lag1,global_irradiance_w_m2_lag3,global_irradiance_w_m2_rolling_mean3,global_irradiance_w_m2_rolling_std3
2026-07-01 00:00:00,weather_station_1,0.043202033036848775,0.7091633466135461,0.8032454361054768,0.3797290985520785,0.0455294387552923,0,1,7,2,0,0.5,1.0,0.043202033036848775,0.043202033036848775,0.015904572564612085,0.21698965943183995,0.7091633466135461,0.7091633466135461,0.7736272708716059,0.867448934225405,0.8032454361054768,0.8032454361054768,0.6587570621468927,0.514172872127928,0.3797290985520785,0.3797290985520785,0.4848884782895608,0.35166754351205093,0.0455294387552923,0.0455294387552923,0.05007547796693414,0.07889358839611667
2026-07-01 00:15:00,weather_station_1,0.1550190597204577,0.5702902675014232,0.3022312373225153,0.25938035186050135,0.059649195987235906,0,1,7,2,0,0.5,1.0,0.043202033036848775,0.043202033036848775,0.015904572564612085,0.21698965943183995,0.7091633466135461,0.7091633466135461,0.7736272708716059,0.867448934225405,0.8032454361054768,0.8032454361054768,0.6587570621468927,0.514172872127928,0.3797290985520785,0.3797290985520785,0.4848884782895608,0.35166754351205093,0.0455294387552923,0.0455294387552923,0.05007547796693414,0.07889358839611667
2026-07-01 00:30:00,weather_station_1,0.1423125794155018,0.9817871371656239,0.7748478701825559,0.6433130935699828,0.07009823346611883,0,1,7,2,0,0.5,1.0,0.1550190597204577,0.043202033036848775,0.015904572564612085,0.21698965943183995,0.5702902675014232,0.7091633466135461,0.7736272708716059,0.867448934225405,0.3022312373225153,0.8032454361054768,0.6587570621468927,0.514172872127928,0.25938035186050135,0.3797290985520785,0.4848884782895608,0.35166754351205093,0.059649195987235906,0.0455294387552923,0.05007547796693414,0.07889358839611667
2026-07-01 00:45:00,weather_station_1,0.2579415501905973,0.9282868525896419,0.588235294117647,0.7675541024443406,0.0,0,1,7,2,0,0.5,1.0,0.1423125794155018,0.043202033036848775,0.09990059642147164,0.22602634576504482,0.9817871371656239,0.7091633466135461,0.8522147377015714,0.9292125606833634,0.7748478701825559,0.8032454361054768,0.5389830508474572,0.43246764585890046,0.6433130935699828,0.3797290985520785,0.6492675201266995,0.5088789829404353,0.07009823346611883,0.0455294387552923,0.034308166788249994,0.29156417465971063
2026-07-01 01:00:00,weather_station_1,0.1575603557814489,0.9823562891291977,0.5496957403651117,0.7384399813171415,0.0,1,1,7,2,0,0.6294095225512604,0.9829629131445342,0.2579415501905973,0.1550190597204577,0.1008946322067592,0.22359785247414604,0.9282868525896419,0.5702902675014232,0.9999999999999996,0.10268209417743242,0.588235294117647,0.3022312373225153,0.6768361581920906,0.21091027593158024,0.7675541024443406,0.25938035186050135,0.8523162201398973,0.050320658715242564,0.0,0.059649195987235906,0.013651038995745782,0.3137074175753467
2026-07-01 01:15:00,weather_station_1,0.4383735705209659,0.8622652248150255,0.8012170385395538,0.38766931340495103,0.036874048428473104,1,1,7,2,0,0.6294095225512604,0.9829629131445342,0.1575603557814489,0.1423125794155018,0.21669980119284293,0.5516331915283924,0.9823562891291977,0.9817871371656239,0.9571341090018364,0.22746766223652404,0.5496957403651117,0.7748478701825559,0.6915254237288136,0.2392580678558306,0.7384399813171415,0.6433130935699828,0.7439619902336017,0.3861958458267386,0.0,0.07009823346611883,0.002145163270760052,0.15365049106663278
2026-07-01 01:30:00,weather_station_1,0.0,0.7894137734775186,0.6247464503042597,0.9999999999999999,0.10325984941706466,1,1,7,2,0,0.6294095225512604,0.9829629131445342,0.4383735705209659,0.2579415501905973,0.11580516898608328,0.8808481342172855,0.8622652248150255,0.9282868525896419,0.907328026127781,0.38740687196738666,0.8012170385395538,0.588235294117647,0.7118644067796612,0.22730789790779796,0.38766931340495103,0.7675541024443406,0.8424838326514454,0.6059659076879195,0.036874048428473104,0.0,0.03790510722204967,0.4126423982348578
2026-07-01 01:45:00,weather_station_1,0.007623888182973548,0.5862265224815029,0.48681541582150106,0.45726296123306875,0.013535779089411224,1,1,7,2,0,0.6294095225512604,0.9829629131445342,0.0,0.1575603557814489,0.057157057654075416,1.0,0.7894137734775186,0.9823562891291977,0.7652582159624415,0.5831197473213333,0.6247464503042597,0.5496957403651117,0.6768361581920906,0.2809341311320202,0.9999999999999999,0.7384399813171415,0.7233073775900754,0.6701922080319725,0.10325984941706466,0.0,0.042592686221117934,0.3644404980400746
2026-07-01 02:00:00,weather_station_1,0.3113087674714108,0.8571428571428581,0.6470588235294117,0.47750272458352794,0.00880138486245229,2,1,7,2,0,0.75,0.9330127018922194,0.007623888182973548,0.4383735705209659,0.007455268389662262,0.6972481450366943,0.5862265224815029,0.8622652248150255,0.7634211063482348,0.5742555497355833,0.48681541582150106,0.8012170385395538,0.5909604519774011,0.1475795744115967,0.45726296123306875,0.38766931340495103,0.7613831331661609,0.6069443307798396,0.013535779089411224,0.036874048428473104,0.0328708351691212,0.42009795927151206
2026-07-01 02:15:00,weather_station_1,0.03939008894536222,0.9277177006260673,0.0020283975659229347,0.15288805853962326,0.008342544893319707,2,1,7,2,0,0.75,0.9330127018922194,0.3113087674714108,0.0,0.0228628230616299,0.6532712214273709,0.8571428571428581,0.7894137734775186,0.8130230659318234,0.7427700423866069,0.6470588235294117,0.6247464503042597,0.24406779661016953,0.6166883888209385,0.47750272458352794,0.9999999999999999,0.4023360168932298,0.318380612473331,0.00880138486245229,0.10325984941706466,0.0,0.0
2026-07-01 02:30:00,weather_station_1,0.17534942820838673,0.7734775184974385,0.6957403651115619,0.12252841351393426,0.10645087283875945,2,1,7,2,0,0.75,0.9330127018922194,0.03939008894536222,0.007623888182973548,0.08846918489065603,0.525480080798246,0.9277177006260673,0.5862265224815029,0.8801796284956116,0.30068192960084766,0.0020283975659229347,0.48681541582150106,0.3604519774011298,0.7134668050811446,0.15288805853962326,0.45726296123306875,0.2604592846773131,0.3525800180592275,0.008342544893319707,0.013535779089411224,0.03217744906140078,0.4475442136991358
2026-07-01 02:45:00,weather_station_1,0.3138500635324015,0.849743881616392,0.0,0.40759769578078775,0.1704173358082883,2,1,7,2,0,0.75,0.9330127018922194,0.17534942820838673,0.3113087674714108,0.08946322067594403,0.5307328455813649,0.7734775184974385,0.8571428571428581,0.8775260257195341,0.30029178261669986,0.6957403651115619,0.6470588235294117,0.0,0.7395999641003118,0.12252841351393426,0.47750272458352794,0.2308301438564077,0.2603616862518399,0.10645087283875945,0.00880138486245229,0.08814670894395851,0.6571791715973629
2026-07-01 03:00:00,weather_station_1,0.12071156289707785,0.6266363118952758,0.5740365111561867,0.959831854273704,0.11650363943520971,3,1,7,2,0,0.8535533905932737,0.8535533905932737,0.3138500635324015,0.03939008894536222,0.12127236580516909,0.3752295382415806,0.849743881616392,0.9277177006260673,0.7695448050622571,0.4559049912464061,0.0,0.0020283975659229347,0.31864406779661014,0.6839743201036607,0.40759769578078775,0.15288805853962326,0.5728520522634291,0.8776312853462236,0.1704173358082883,0.008342544893319707,0.1256040043047721,0.26303399881419653
2026-07-01 03:15:00,weather_station_1,0.2071156289707754,0.6118383608423454,0.8113590263691686,0.2919196637085474,0.23204788620768765,3,1,7,2,0,0.8535533905932737,0.8535533905932737,0.12071156289707785,0.17534942820838673,0.13369781312127182,0.3636306889867043,0.6266363118952758,0.7734775184974385,0.7115737905695041,0.5412225810166346,0.5740365111561867,0.6957403651115619,0.3830508474576272,0.7698504127294162,0.959831854273704,0.12252841351393426,0.6446482776824602,0.7199455457881125,0.11650363943520971,0.10645087283875945,0.16909953702031763,0.45842642595106187
2026-07-01 03:30:00,weather_station_1,0.14866581956797997,0.5327262379055213,0.6855983772819474,0.3783278841662775,0.25407220472605163,3,1,7,2,0,0.8535533905932737,0.8535533905932737,0.2071156289707754,0.3138500635324015,0.06908548707753459,0.1462835505585009,0.6118383608423454,0.849743881616392,0.5978771177791384,0.18606351455711645,0.8113590263691686,0.0,0.7649717514124293,0.20773453141005796,0.2919196637085474,0.40759769578078775,0.6322423122607896,0.7344189618213692,0.23204788620768765,0.1704173358082883,0.19807007533351145,0.5925790324473076
2026-07-01 03:45:00,weather_station_1,0.4269377382465058,0.8110415480933413,0.4056795131845841,0.8402615600186828,0.20918931319999165,3,1,7,2,0,0.8535533905932737,0.8535533905932737,0.14866581956797997,0.12071156289707785,0.18886679920477123,0.5699254379973039,0.5327262379055213,0.6266363118952758,0.6640130638905899,0.5846428323380969,0.6855983772819474,0.5740365111561867,0.6711864406779661,0.37524504391741453,0.3783278841662775,0.959831854273704,0.5815626237297087,0.5774752687842458,0.25407220472605163,0.11650363943520971,0.23016807390340266,0.16327540633455984
